
E001	u4cdebea65f7df6b4.4c5c2804.14f3b71ff66
E649	u4cdebea65f7df6b4.-65ea7b53.14b8662c10c
E64a	u4cdebea65f7df6b4.651f677a.148a93799f1
E64b	u4cdebea65f7df6b4.-8ed9a4c.1475a61c060
E64c	u4cdebea65f7df6b4.d396464.14cb3c4b72a
E64d	u4cdebea65f7df6b4.-4fdcade9.14a542555d4
E64e	u4cdebea65f7df6b4.674c24da.14856987fd8
E64f	u4cdebea65f7df6b4.-29b7abc6.146262ec37f
E650	u4cdebea65f7df6b4.-37641f80.142ec31ffbe
E651	u4cdebea65f7df6b4.22e47478.14595764f62
E652	u4cdebea65f7df6b4.-1c8fc68b.1439f758aa2
E653	u4cdebea65f7df6b4.-42a4eb53.14a1b1425a1
E654	u4cdebea65f7df6b4.-42a4eb53.14a1b11c119
E655	u4cdebea65f7df6b4.2297830c.148420b693a
E656	u4cdebea65f7df6b4.a85a5c8.13ff215920f
E657	u4cdebea65f7df6b4.22e47478.145b4fbc083
E658	u4cdebea65f7df6b4.674c24da.14869f99ddb
E659	u4cdebea65f7df6b4.-5947b6e1.145d8c5045e
E65a	u4cdebea65f7df6b4.-1a22705d.14500b04a10
E65b	u4cdebea65f7df6b4.-5947b6e1.145d8a08173
E65c	u4cdebea65f7df6b4.73c9738b.1469577078d
E65d	u4cdebea65f7df6b4.57c1701d.149397cac6c
E65e	u4cdebea65f7df6b4.-60f8ecad.144703aaec4
E65f	u4cdebea65f7df6b4.9a94a95.1440dec7ebe
E660	u4cdebea65f7df6b4.-65ea7b53.14b866d2cef
E661	u4cdebea65f7df6b4.-74e09056.148d25c67c6
E662	u4cdebea65f7df6b4.-274fefc0.140c96f6026
E663	u4cdebea65f7df6b4.-29b7abc6.14626520974
E664	u4cdebea65f7df6b4.739eb7e5.146f892fd74
E665	u4cdebea65f7df6b4.d396464.14cb3c907c8
E666	u4cdebea65f7df6b4.-1a22705d.14500c98cb7
E667	u4cdebea65f7df6b4.9a94a95.1440e29e88c
E668	u4cdebea65f7df6b4.2297830c.14842185432
E669	u4cdebea65f7df6b4.739eb7e5.146f8a94d88
E66a	u4cdebea65f7df6b4.674c24da.1485ed70e67
E66b	u4cdebea65f7df6b4.22e47478.14595afcc81
E66c	u4cdebea65f7df6b4.-29b7abc6.14626773558
E66d	u4cdebea65f7df6b4.53a2b272.14818dfd12b
E66e	u4cdebea65f7df6b4.22e47478.145b513e3e2
E66f	u4cdebea65f7df6b4.674c24da.14856b0c821
E670	u4cdebea65f7df6b4.-8ed9a4c.1475a7e4d04
E671	u4cdebea65f7df6b4.651f677a.148a954cc71
E672	u4cdebea65f7df6b4.-4fdcade9.14a543c325a
E673	u4cdebea65f7df6b4.-65ea7b53.14b86780220
E674	u4cdebea65f7df6b4.-60f8ecad.1447060fe9d
E675	u4cdebea65f7df6b4.6bf570a6.14244029276
E676	u4cdebea65f7df6b4.-1c8fc68b.1439f8edf5f
E677	u4cdebea65f7df6b4.65a4283b.1431079686c
E678	u4cdebea65f7df6b4.2297830c.1484224ef56
E679	u4cdebea65f7df6b4.674c24da.1485a1dd479
E67a	u4cdebea65f7df6b4.57c1701d.14939b9cf54
E67b	u4cdebea65f7df6b4.-74e09056.148d26e5c2d
E67c	u4cdebea65f7df6b4.-274fefc0.140c9ac6a7a
E67d	u4cdebea65f7df6b4.-60f8ecad.1446899d9d2
E67e	u4cdebea65f7df6b4.-8ed9a4c.1475a9530b8
E67f	u4cdebea65f7df6b4.-5e1de619.143d5f3af12
E680	u4cdebea65f7df6b4.674c24da.14856c25dd4
E681	u4cdebea65f7df6b4.73c9738b.1469583ab22
E682	u4cdebea65f7df6b4.6bf570a6.142471dd624
E683	u4cdebea65f7df6b4.73c9738b.14685704a79
E684	u4cdebea65f7df6b4.-67dac79f.149137b1f64
E685	u4cdebea65f7df6b4.4494d03b.14147823f40
E686	u4cdebea65f7df6b4.4203febc.141a2c280bd
E687	u4cdebea65f7df6b4.-3b7ec17f.148f03090ee
E688	u4cdebea65f7df6b4.-5496a693.147d9a46021
E689	u4cdebea65f7df6b4.135e4d28.1406f2398c6
E68a	u4cdebea65f7df6b4.2297830c.1483be144e5
E68b	u4cdebea65f7df6b4.6bf570a6.142475dca3b
E68c	u4cdebea65f7df6b4.2297830c.1483c79ebac
E68d	u4cdebea65f7df6b4.-5496a693.147ceabc4ab
E68e	u4cdebea65f7df6b4.135e4d28.140781af9f3
E68f	u4cdebea65f7df6b4.338f9fe9.1431c5e22ca
E690	u4cdebea65f7df6b4.-60f8ecad.14468942003
E691	u4cdebea65f7df6b4.-5496a693.147da405009
E692	u4cdebea65f7df6b4.-5496a693.147da40fd83
E693	u4cdebea65f7df6b4.674c24da.1485f0e1b8c
E694	u4cdebea65f7df6b4.674c24da.1485a15c298
E695	u4cdebea65f7df6b4.674c24da.14859f75eab
E696	u4cdebea65f7df6b4.-60f8ecad.1446894a044
E697	u4cdebea65f7df6b4.53a2b272.148169210bc
E698	u4cdebea65f7df6b4.3d858ef6.147ee0a236f
E699	u4cdebea65f7df6b4.6bf570a6.142476b5941
E69a	u4cdebea65f7df6b4.-60f8ecad.14468957f28
E69b	u4cdebea65f7df6b4.-60f8ecad.14468967437
E69c	u4cdebea65f7df6b4.-60f8ecad.1446897a2c4
E69d	u11d1def534ea1be0.4e4f4e4b.12670b01f67
E69e	u11d1def534ea1be0.-52b9df2f.12a20a7122d
E69f	u11d1def534ea1be0.4e4f4e4b.12670b6771d
E6a0	u11d1def534ea1be0.4e4f4e4b.1267037327d
E6a1	u11d1def534ea1be0.38290819.12672723d4e
E6a2	u11d1def534ea1be0.-7c3b5c7b.127f4784271
E6a3	u11d1def534ea1be0.4e4f4e4b.12670bb0d06
E6a4	u11d1def534ea1be0.250c7bce.128fb1c9689
E6a5	u11d1def534ea1be0.4e4f4e4b.12670bbdbb9
E6a6	u11d1def534ea1be0.4e4f4e4b.12670ba2908
E6a7	u11d1def534ea1be0.4e4f4e4b.12670bce670
E6a8	u11d1def534ea1be0.4e4f4e4b.12670b2ddb4
E6a9	u11d1def534ea1be0.-5175793c.129b48186fd
E6aa	u11d1def534ea1be0.72715985.1272bd72eec
E6ab	u11d1def534ea1be0.662f928a.1288ef70955
E6ac	u11d1def534ea1be0.4e4f4e4b.12670b77c21
E6ad	u11d1def534ea1be0.b76d88a.12957cf0f1b
E6ae	u11d1def534ea1be0.4e4f4e4b.12670b95160
E6af	u11d1def534ea1be0.4e4f4e4b.12670b58d21
E6b0	u11d1def534ea1be0.-7bf7dbea.1289943c1bd
E6b1	u11d1def534ea1be0.-104d9f0f.12bc3773115
E6b2	u11d1def534ea1be0.-3a36870c.12a44b39566
E6b3	u11d1def534ea1be0.-5e6d68de.129af5b2937
E6b4	u11d1def534ea1be0.2d0184d6.12c1624fdd5
E6b5	u11d1def534ea1be0.-1afd5fce.12c3f2c6fcd
E6b6	u11d1def534ea1be0.-783dbd6a.128d71014d1
E6b7	u11d1def534ea1be0.-87febd1.12bf20e559b
E6b8	u11d1def534ea1be0.4e4f4e4b.12670b0ff32
E6b9	u11d1def534ea1be0.4e4f4e4b.12670b1e333
E6ba	u11d1def534ea1be0.-3033f2b0.1291f291887
E6bb	u11d1def534ea1be0.4e4f4e4b.12670af2983
E6bc	u11d1def534ea1be0.22e876c4.128941d67c8
E6bd	u11d1def534ea1be0.4e4f4e4b.12670b4a183
E6be	u11d1def534ea1be0.4e4f4e4b.12670b3b352
E6bf	u11d1def534ea1be0.-2d91406e.12ae458b921
E6c0	u11d1def534ea1be0.-7f496fe4.128eba981f1
E6c1	u11d1def534ea1be0.-3dd65cd5.128a8b6d792
E6c2	u11d1def534ea1be0.4e4f4e4b.12670b864ae
E6c3	u11d1def534ea1be0.1d717c95.12bf71bc67d
E6c4	u11d1def534ea1be0.29f88b55.1293e0f4381
E6c5	u11d1def534ea1be0.-4d46c2d6.129aa34d0ff
E6c6	u11d1def534ea1be0.-71147f7a.128addd31c4
E6c7	u11d1def534ea1be0.-1757e921.128a3907aa3
E6c8	u11d1def534ea1be0.-5fe0217.12889d0afcb
E6c9	u11d1def534ea1be0.-236ed9f5.12792d65c67
E6ca	u11d1def534ea1be0.-581046e6.129f774318d
E6cb	u11d1def534ea1be0.6b5caefa.12914dc622a
E6cc	u11d1def534ea1be0.-66267989.12c2b5c4cad
E6cd	u11d1def534ea1be0.-4b4e8055.12740709bcb
E6ce	u11d1def534ea1be0.ab8f935.1287f83f55d
E6cf	u11d1def534ea1be0.-1e1fc1f8.1273b4a42e1
E6d0	u11d1def534ea1be0.7d18938c.1298101efca
E6d1	u11d1def534ea1be0.17a61f2a.129485bfb06
E6d2	u11d1def534ea1be0.-3588bc55.129621bc727
E6d3	u11d1def534ea1be0.238903fe.1285b77721f
E6d4	u11d1def534ea1be0.-9f62232.12938e8e87e
E6d5	u11d1def534ea1be0.9ca704b.1278dafffda
E6d6	u11d1def534ea1be0.47999215.12726b0d29e
E6d7	u11d1def534ea1be0.-77609736.1290fb60856
E6d8	u11d1def534ea1be0.5e9954cf.1291a02c12e
E6d9	u11d1def534ea1be0.ea18811.12986284b7a
E6da	u11d1def534ea1be0.-67effe49.1299fe81543
E6db	u11d1def534ea1be0.-5eb8be68.12b7650a9ba
E6dc	u11d1def534ea1be0.-71ca52d3.126ba8b4832
E6dd	u11d1def534ea1be0.-27fad291.1298b4ea87a
E6de	u11d1def534ea1be0.-7977d8c5.12b1eadb00b
E6df	u11d1def534ea1be0.34810dad.12b0f66530f
E6e0	u11d1def534ea1be0.13122d57.12884aa514e
E6e1	u11d1def534ea1be0.61684d25.1297bdb947a
E6e2	u11d1def534ea1be0.-2bf41e9f.127a738df34
E6e3	u11d1def534ea1be0.6a607886.12990750413
E6e4	u11d1def534ea1be0.-37828055.1284975e03e
E6e5	u11d1def534ea1be0.29a35532.127dfded2c5
E6e6	u11d1def534ea1be0.-d20da0e.12b2e2f126c
E6e7	u11d1def534ea1be0.-aa078f7.12943359fde
E6e8	u11d1def534ea1be0.3bc9f083.12841b7a82a
E6e9	u11d1def534ea1be0.7d3d7800.1286aea8675
E6ea	u11d1def534ea1be0.68ec5817.129c3f49a9d
E6eb	u11d1def534ea1be0.-410764ba.12b7b7a21f1
E6ec	u11d1def534ea1be0.-66267989.12c2ab9b749
E6ed	u11d1def534ea1be0.6f0afb1d.12aabb2c4a8
E6ee	u11d1def534ea1be0.-765dd4c9.1295cf56aad
E6ef	u11d1def534ea1be0.-7693dbed.126ab1831b1
E6f0	u11d1def534ea1be0.-2181738.1289e6a1e16
E6f1	u11d1def534ea1be0.1cd74884.12c2ff1527a
E6f2	u11d1def534ea1be0.68047e97.12688ca2957
E6f3	u11d1def534ea1be0.6c8122f1.129fc9a8feb
E6f4	u11d1def534ea1be0.-6aed2e5.12b38818ada
E6f5	u11d1def534ea1be0.-2101e40a.12c3a4670c3
E6f6	u11d1def534ea1be0.248660d8.12becdcc858
E6f7	u11d1def534ea1be0.2a841a87.128c938e81a
E6f8	u11d1def534ea1be0.463135b4.12967422154
E6f9	u11d1def534ea1be0.43f93d0f.12c068dec8e
E6fa	u11d1def534ea1be0.-4d32d478.127b6abf345
E6fb	u11d1def534ea1be0.6a607886.1299334280e
E6fc	u11d1def534ea1be0.38e95e3d.126d44b11e7
E6fd	u11d1def534ea1be0.463135b4.12969dfccb9
E6fe	u11d1def534ea1be0.-4aeef296.1275f56c5a2
E6ff	u11d1def534ea1be0.-37828055.12846de00ea
E700	u11d1def534ea1be0.-745ff6e8.126d9716ead
E701	u11d1def534ea1be0.-d9b83bf.126fd7df20e
E702	u11d1def534ea1be0.7f9a0214.12b196fc772
E703	u11d1def534ea1be0.-3706f020.128f5f63b3e
E704	u11d1def534ea1be0.60aa4e86.12b3dd9f56a
E705	u11d1def534ea1be0.51356bd8.1296c688091
E706	u11d1def534ea1be0.-46cac6d3.128b829e986
E707	u11d1def534ea1be0.4dd0c247.129c91af57a
E708	u11d1def534ea1be0.-775ecfc0.12707caa90a
E709	u11d1def534ea1be0.-5ca31230.1294d825614
E70a	u11d1def534ea1be0.1ac63b77.129ed277d09
E70b	u11d1def534ea1be0.-3a84390c.126c4d7fd14
E70c	u11d1def534ea1be0.-1afd5fce.12c3fce6e5a
E70d	u11d1def534ea1be0.4aae1ef3.12865c42863
E70e	u11d1def534ea1be0.-2171fe38.129e8011d55
E70f	u11d1def534ea1be0.1c615220.129ce4151e0
E710	u11d1def534ea1be0.-6fb5138f.12b85d2336a
E711	u11d1def534ea1be0.-5cb638bf.129244f773e
E712	u11d1def534ea1be0.21b5a3ba.128f0cfdd4e
E713	u11d1def534ea1be0.-37828055.1284974f9fb
E714	u11d1def534ea1be0.-13852566.12b42f48a6a
E715	u11d1def534ea1be0.-341cc2f4.12acfbf5427
E716	u11d1def534ea1be0.-6e30697.12a0c0da1d6
E717	u11d1def534ea1be0.60050a9f.12a1133fd69
E718	u11d1def534ea1be0.-7abb6d47.127999e78c7
E719	u11d1def534ea1be0.57bf6ca0.129a50e7342
E71a	u11d1def534ea1be0.4bf10c06.129959b6073
E71b	u11d1def534ea1be0.-45bb88ed.12936904283
E71c	u11d1def534ea1be0.-2aea0dbf.128512abafb
E71d	u11d1def534ea1be0.-4b72af10.126de97cb2f
E71e	u11d1def534ea1be0.471c1235.12aa1660d36
E71f	u11d1def534ea1be0.68839952.12a3a66defa
E720	u11d1def534ea1be0.-789215.12ab0d92218
E721	u11d1def534ea1be0.-71236623.1283c914985
E722	u11d1def534ea1be0.8fea03e.12a35408269
E723	u11d1def534ea1be0.1b942d6d.1270cf1086a
E724	u11d1def534ea1be0.7a647eb8.1287010e17e
E725	u11d1def534ea1be0.-3e2fd00e.12b80b77195
E726	u11d1def534ea1be0.-20e8ea3.1284c045ec9
E727	u11d1def534ea1be0.-691d5940.12c0bef2760
E728	u11d1def534ea1be0.-9106fa9.12827f7daea
E729	u11d1def534ea1be0.5487033d.12a301a277a
E72a	u11d1def534ea1be0.-335196d8.127d06bbff4
E72b	u11d1def534ea1be0.-6277fb0.128b3038e94
E72c	u11d1def534ea1be0.540d6434.12a165a58f2
E72d	u11d1def534ea1be0.-bd1a33.12c1b42c19a
E72e	u11d1def534ea1be0.-1fcd1b0e.12822d17ed4
E72f	u11d1def534ea1be0.-1e57da2d.12aa68c6977
E730	u11d1def534ea1be0.-52ec992a.1290042f298
E731	u11d1def534ea1be0.3a01d0a1.128ccc35c63
E732	u11d1def534ea1be0.-36ed6d8a.126bfb1a3be
E733	u11d1def534ea1be0.d109c83.12a68c01a3f
E734	u11d1def534ea1be0.-b3620f1.129d367b01d
E735	u11d1def534ea1be0.71a3f757.12bbe555c2d
E736	u11d1def534ea1be0.66112d07.127647d237a
E737	u11d1def534ea1be0.6e7df864.12856511461
E738	u11d1def534ea1be0.1db2d4cc.126967ec136
E739	u11d1def534ea1be0.-55fd1093.128609dcdf8
E73a	u11d1def534ea1be0.-451a8fa3.12bd319b99e
E73b	u11d1def534ea1be0.-54a2aa07.128bd504532
E73c	u11d1def534ea1be0.4a56ce79.1271ece6ead
E73d	u11d1def534ea1be0.-6d0cf76.126f3313ad0
E73e	u11d1def534ea1be0.19ce1d4f.12730fd8ae6
E73f	u11d1def534ea1be0.577e06f9.126b564e7fd
E740	u11d1def534ea1be0.85d429.12ac572947d
E741	u11d1def534ea1be0.2d0184d6.12c17ada71a
E742	u11d1def534ea1be0.-66267989.12c2b4985dc
E743	u11d1def534ea1be0.-1afd5fce.12c3fba7b4b
E744	u11d1def534ea1be0.6c82ba7.12b9f803de2
E745	u11d1def534ea1be0.2fa0b38.127fec4f9dc
E746	u11d1def534ea1be0.4a56ce79.1271c6419e8
E747	u11d1def534ea1be0.767be947.12a3f8d3a93
E748	u11d1def534ea1be0.-34f8147a.127ef51e813
E749	u11d1def534ea1be0.-4aeef296.127626df2ea
E74a	u11d1def534ea1be0.7fe2435f.126b03e8f73
E74b	u11d1def534ea1be0.62e3fa76.129d88e0c63
E74c	u11d1def534ea1be0.-2082e512.12a783330ef
E74d	u11d1def534ea1be0.-5de59090.127f99ea172
E74e	u11d1def534ea1be0.706a6ca.12702a44f01
E74f	u11d1def534ea1be0.-e637b29.126915865b1
E750	u11d1def534ea1be0.2f3dda8d.127218a7647
E751	u11d1def534ea1be0.-12041f25.128376aed8e
E752	u11d1def534ea1be0.-4b388f62.128d1e9b85d
E753	u11d1def534ea1be0.5b438ffe.12a06e74716
E754	u11d1def534ea1be0.-48bd490b.128c276a413
E755	u11d1def534ea1be0.-45bb88ed.12933c28c1c
E756	u11d1def534ea1be0.6f192378.127d5921a59
E757	u11d1def534ea1be0.-7464328d.12ca67ea845
E758	u11d1def534ea1be0.-2d1b0f26.12832449127
E759	u11d1def534ea1be0.-9151398.1280e380fdd
E75a	u11d1def534ea1be0.-2e80da56.12c4eb76e5d
E75b	u11d1def534ea1be0.1adadc7a.12a1b80b6a2
E75c	u11d1def534ea1be0.66a6caab.12803eb5780
E75d	u11d1def534ea1be0.-68d19e10.12bc8cd2c92
E75e	u11d1def534ea1be0.3e02157f.126e3be24a0
E75f	u11d1def534ea1be0.149ede21.126cf24b4b4
E760	u11d1def534ea1be0.6bbd7f20.1268c3207cc
E761	u11d1def534ea1be0.5f236624.1274abd5539
E762	u11d1def534ea1be0.-6f77205e.1281884d058
E763	u11d1def534ea1be0.384ab897.126779897b5
E764	u11d1def534ea1be0.2d0184d6.12c17af6f3a
E765	u11d1def534ea1be0.-6265a75c.12b8b0990a9
E766	u11d1def534ea1be0.-1afd5fce.12c3fbc1af9
E767	u11d1def534ea1be0.-484bbd01.127173dbc8c
E768	u11d1def534ea1be0.376c12bf.12c4a472400
E769	u11d1def534ea1be0.3c4d24a2.127b320ffd5
E76a	u11d1def534ea1be0.527462c3.12a827fe8ce
E76b	u11d1def534ea1be0.-66267989.12c2b4afcc1
E76c	u11d1def534ea1be0.2d0184d6.12c17c2a63e
E76d	u11d1def534ea1be0.-42f066ed.12c3511b696
E76e	u11d1def534ea1be0.4cd3c4f6.12a5e736122
E76f	u11d1def534ea1be0.-76778b30.12a6399bf3b
E770	u11d1def534ea1be0.4a56ce79.1271ecd54f2
E771	u11d1def534ea1be0.-76f07b14.12a971954bf
E772	u11d1def534ea1be0.3a68e89f.127ac5f3e7e
E773	u11d1def534ea1be0.1482615b.1276ec9d8f0
E774	u11d1def534ea1be0.60aeaa6f.1269ba51dfd
E775	u11d1def534ea1be0.-6c763c68.12b525cfae1
E776	u11d1def534ea1be0.38290819.12674f6d119
E777	u11d1def534ea1be0.-1266b849.12b9a71f548
E778	u11d1def534ea1be0.-492aca85.126f85795c3
E779	u11d1def534ea1be0.-3782f2ec.12b5c9df8af
E77a	u11d1def534ea1be0.-67952d8d.12c44b0a207
E77b	u11d1def534ea1be0.-d3e93cd.12c111cf884
E77c	u11d1def534ea1be0.2d0184d6.12c17b11238
E77d	u11d1def534ea1be0.295cf7c7.1282d1e36bd
E77e	u11d1def534ea1be0.-1afd5fce.12c3fbd9863
E77f	u11d1def534ea1be0.-66267989.12c2b4c61fc
E780	u11d1def534ea1be0.-732f4fb8.128135e6926
E781	u11d1def534ea1be0.66112d07.12767b93c9e
E782	u11d1def534ea1be0.508444f7.12ba9cbf2f6
E783	u11d1def534ea1be0.29b19b17.12b33f90d60
E784	u11d1def534ea1be0.-4399ceca.1274596f9e3
E785	u11d1def534ea1be0.1d12508b.12a594d05bf
E786	u11d1def534ea1be0.754d54bb.127dab876da
E787	u11d1def534ea1be0.a873b24.12ba4a92c60
E788	u11d1def534ea1be0.1eb393cf.12ae97f15dd
E789	u11d1def534ea1be0.2d0184d6.12c17b2876a
E78a	u11d1def534ea1be0.-1afd5fce.12c3fbf0c2b
E78b	u11d1def534ea1be0.-66267989.12c2b4dbd52
E78c	u11d1def534ea1be0.-4eccfca2.12769a37d5c
E78d	u11d1def534ea1be0.384ab897.1267a3f0abb
E78e	u11d1def534ea1be0.-127d6972.1274fe3b3d1
E78f	u11d1def534ea1be0.-7042c428.127bbd25200
E790	u11d1def534ea1be0.-46351f4d.12bafe9b066
E791	u11d1def534ea1be0.2dacd65d.12b52ef96e6
E792	u11d1def534ea1be0.2d0184d6.12c17b40464
E793	u11d1def534ea1be0.-1afd5fce.12c3fc07a3a
E794	u11d1def534ea1be0.-59b1a8a8.12a7d598abd
E795	u11d1def534ea1be0.-66267989.12c2b4f113b
E796	u11d1def534ea1be0.326b9bb9.12af3cbd5f9
E797	u11d1def534ea1be0.687f9792.12a5426a8e5
E798	u11d1def534ea1be0.7805b42c.126ee0adca7
E799	u11d1def534ea1be0.9c2171d.126e8e4823a
E79a	u11d1def534ea1be0.24b49994.12b578f2e19
E79b	u11d1def534ea1be0.a78d5bd.1281dab239b
E79c	u11d1def534ea1be0.5904ff16.12a01c0ec91
E79d	u11d1def534ea1be0.-d0ccc2a.1273623e415
E79e	u11d1def534ea1be0.5b8f3990.126a0cb7c42
E79f	u11d1def534ea1be0.-7df38d67.12773f035f2
E7a0	u11d1def534ea1be0.-2cf99a5b.126a5f1d4ff
E7a1	u11d1def534ea1be0.2d0184d6.12c17b59205
E7a2	u11d1def534ea1be0.-1afd5fce.12c3fc20618
E7a3	u11d1def534ea1be0.-46351f4d.12baef58a0a
E7a4	u11d1def534ea1be0.-46351f4d.12bafe5ab51
E7a5	u11d1def534ea1be0.4378ae.12b61bfa189
E7a6	u11d1def534ea1be0.19c57077.126c9fe5919
E7a7	u11d1def534ea1be0.-104e7322.1278889a53c
E7a8	u11d1def534ea1be0.-3410135a.12a8ccc9d6a
E7a9	u11d1def534ea1be0.-66267989.12c2b507cc7
E7aa	u11d1def534ea1be0.2d0184d6.12c17b717ea
E7ab	u11d1def534ea1be0.-1afd5fce.12c3fc38ccf
E7ac	u11d1def534ea1be0.-66267989.12c2b51f5e7
E7ad	u11d1def534ea1be0.3e67545c.12ad4e5a56e
E7ae	u11d1def534ea1be0.1f5d7073.12aeea5722c
E7af	u11d1def534ea1be0.36d5a6c4.12a87a64446
E7b0	u11d1def534ea1be0.-16aa65db.12a25cd6da3
E7b1	u11d1def534ea1be0.7f4cd447.12783634b1c
E7b2	u11d1def534ea1be0.-45b6111e.12be279e350
E7b3	u11d1def534ea1be0.1d62252d.12b671292a0
E7b4	u11d1def534ea1be0.4aee2cc2.12c2681d1fc
E7b5	u11d1def534ea1be0.2d0184d6.12c17b8a037
E7b6	u11d1def534ea1be0.-1afd5fce.12c3fc5113e
E7b7	u11d1def534ea1be0.-66267989.12c2b535ecc
E7b8	u11d1def534ea1be0.47f65e4a.128dc366e49
E7b9	u11d1def534ea1be0.-2883063a.127550a0f61
E7ba	u11d1def534ea1be0.-2cfdb2c7.12a9c3fb0d8
E7bb	u11d1def534ea1be0.-666f876f.12a2af3c94a
E7bc	u11d1def534ea1be0.2d0184d6.12c17ba507a
E7bd	u11d1def534ea1be0.-1afd5fce.12c3fc6a876
E7be	u11d1def534ea1be0.-66267989.12c2b54dbd2
E7bf	u11d1def534ea1be0.-3325efb7.127a24886c3
E7c0	u11d1def534ea1be0.2455e00c.1279d2318af
E7c1	u11d1def534ea1be0.2d0184d6.12c17bc0273
E7c2	u11d1def534ea1be0.-1afd5fce.12c3fc84e36
E7c3	u11d1def534ea1be0.2246643f.129f24dd7b0
E7c4	u11d1def534ea1be0.-66267989.12c2b565b20
E7c5	u11d1def534ea1be0.454006df.127e5052de5
E7c6	u11d1def534ea1be0.2d0184d6.12c17bd8d68
E7c7	u11d1def534ea1be0.395bef1b.127cb45640f
E7c8	u11d1def534ea1be0.-1afd5fce.12c3fc9e308
E7c9	u11d1def534ea1be0.-66267989.12c2b57beb6
E7ca	u11d1def534ea1be0.-53832220.12fb9f9ae12
E7cb	u11d1def534ea1be0.4c69770e.12bcddf6492
E7cc	u11d1def534ea1be0.-4375fa8c.12aca98efbf
E7cd	u11d1def534ea1be0.-37dd5d5.1271217622b
E7ce	u11d1def534ea1be0.2d0184d6.12c17bf4049
E7cf	u11d1def534ea1be0.-1afd5fce.12c3fcb66ac
E7d0	u11d1def534ea1be0.-66267989.12c2b593a44
E7d1	u11d1def534ea1be0.53a791e8.12c9c468a2e
E7d2	u11d1def534ea1be0.-11849cf6.1280911ba0e
E7d3	u11d1def534ea1be0.2d0184d6.12c17c0e990
E7d4	u11d1def534ea1be0.-1afd5fce.12c3fcceb17
E7d5	u11d1def534ea1be0.-66267989.12c2b5ab676
E7d6	u11d1def534ea1be0.-23275029.12a9aa3464b
E7d7	u11d1def534ea1be0.665d73c4.12a91f2fc9f
E7d8	u11d1def534ea1be0.4e25e438.12f2522516c
E7d9	u11d1def534ea1be0.50c8917d.12e154ae439
E7da	u11d1def534ea1be0.66112d07.12767b809a9
E7db	u11d1def534ea1be0.-7bff5377.12fd4d38d64
E7dc	u11d1def534ea1be0.-3f756c4d.12b0a43cef7
E7dd	u11d1def534ea1be0.-30f3ea4.12e04e2c321
E7de	u11d1def534ea1be0.-3eba174e.12c5e4008da
E7df	u11d1def534ea1be0.452e59f.12c73002df4
E7e0	u11d1def534ea1be0.-24e368af.12ebe5f7a26
E7e1	u11d1def534ea1be0.-4dc17c11.12be7c046dc
E7e2	u11d1def534ea1be0.66112d07.12767b75986
E7e3	u11d1def534ea1be0.500b53b.12d5ac471d0
E7e4	u11d1def534ea1be0.-707eba80.12d9da0685b
E7e5	u11d1def534ea1be0.-31a0400.12c53faed5f
E7e6	u11d1def534ea1be0.-330fd60d.12ce9468a76
E7e7	u11d1def534ea1be0.48283cdc.12eb4fe72ae
E7e8	u11d1def534ea1be0.66e00829.1306481bae6
E7e9	u11d1def534ea1be0.-3f765b43.12e2e3bdd1c
E7ea	u11d1def534ea1be0.2bd24fcc.12de0baec7a
E7eb	u11d1def534ea1be0.-4c8a0069.12c877a4ccf
E7ec	u11d1def534ea1be0.7de8d74e.12dbca6521d
E7ed	u11d1def534ea1be0.-edeca06.12f49729705
E7ee	u11d1def534ea1be0.-649d951.12ddb9687df
E7ef	u11d1def534ea1be0.32aefc06.12e0ee83f9f
E7f0	u11d1def534ea1be0.-1fa7879c.12f29d89a5b
E7f1	u11d1def534ea1be0.-548cbb96.12c5927f861
E7f2	u11d1def534ea1be0.66112d07.12767b89da0
E7f3	u11d1def534ea1be0.-d8ddcc2.12875373e39
E7f4	u11d1def534ea1be0.-3b023911.1312d5a8af5
E7f5	u11d1def534ea1be0.6edb0942.130308cc5a5
E7f6	u11d1def534ea1be0.32b8b2a.12f4df01ee1
E7f7	u11d1def534ea1be0.-2f23e424.12905694d70
E7f8	u11d1def534ea1be0.1742d1f2.1290a8fa997
E7f9	u11d1def534ea1be0.-78894eda.1301d76755b
E7fa	u11d1def534ea1be0.47949599.12c7828a514
E7fb	u11d1def534ea1be0.4308630f.12cf393fa47
E7fc	u11d1def534ea1be0.-10822c71.12b148b012a
E7fd	u11d1def534ea1be0.-4b6eaca9.1292975d156
E7fe	u11d1def534ea1be0.-6de8242d.1292e9c2fab
E7ff	u11d1def534ea1be0.-1da7f7a4.12f35a0af69
E800	u11d1def534ea1be0.479f0634.12d08e4536a
E801	u11d1def534ea1be0.73a167e3.12d033b82c5
E802	u11d1def534ea1be0.4f741132.12952a8b1aa
E803	u11d1def534ea1be0.-1772bf7b.12f9b849ac8
E804	u11d1def534ea1be0.-5f4ae532.12976b5389a
E805	u11d1def534ea1be0.-36f0a513.12f43bf8156
E806	u11d1def534ea1be0.25f99244.12d74aabbb3
E807	u11d1def534ea1be0.-42dca271.129bece3e17
E808	u11d1def534ea1be0.2e70549c.12fd93d712d
E809	u11d1def534ea1be0.-3f6a46cc.12ce41988e7
E80a	u11d1def534ea1be0.33ecdf2e.12d7a24fcbf
E80b	u11d1def534ea1be0.3606d38.12d94860011
